"@timestamp","system.cpu.total.norm.pct"
"Mar 29, 2021 @ 14:06:03.788","32.8%"
"Mar 29, 2021 @ 14:06:04.787","33.11%"
"Mar 29, 2021 @ 14:06:05.787","37.86%"
"Mar 29, 2021 @ 14:06:06.788","31.05%"
"Mar 29, 2021 @ 14:06:07.787","36.78%"
"Mar 29, 2021 @ 14:06:08.787","38.53%"
"Mar 29, 2021 @ 14:06:09.787","46.26%"
"Mar 29, 2021 @ 14:06:10.788","30%"
"Mar 29, 2021 @ 14:06:11.787","24.71%"
"Mar 29, 2021 @ 14:06:12.787","31.32%"
"Mar 29, 2021 @ 14:06:13.787","37.65%"
"Mar 29, 2021 @ 14:06:14.788","30.19%"
"Mar 29, 2021 @ 14:06:15.788","38.13%"
"Mar 29, 2021 @ 14:06:16.788","46.37%"
"Mar 29, 2021 @ 14:06:17.787","35.63%"
"Mar 29, 2021 @ 14:06:18.787","37.73%"
"Mar 29, 2021 @ 14:06:19.788","35.33%"
"Mar 29, 2021 @ 14:06:20.789","48.84%"
"Mar 29, 2021 @ 14:06:21.787","35.61%"
"Mar 29, 2021 @ 14:06:22.787","37.53%"
"Mar 29, 2021 @ 14:06:23.790","51.99%"
"Mar 29, 2021 @ 14:06:24.787","48.54%"
"Mar 29, 2021 @ 14:06:25.787","37.85%"
"Mar 29, 2021 @ 14:06:26.788","35.91%"
"Mar 29, 2021 @ 14:06:27.789","41.72%"
"Mar 29, 2021 @ 14:06:28.788","48.98%"
"Mar 29, 2021 @ 14:06:29.788","45.71%"
"Mar 29, 2021 @ 14:06:30.787","46.61%"
"Mar 29, 2021 @ 14:06:31.787","49.65%"
"Mar 29, 2021 @ 14:06:32.787","37.36%"
"Mar 29, 2021 @ 14:06:33.787","42.32%"
"Mar 29, 2021 @ 14:06:34.787","52.63%"
"Mar 29, 2021 @ 14:06:35.787","54.78%"
"Mar 29, 2021 @ 14:06:36.787","41.34%"
"Mar 29, 2021 @ 14:06:37.788","35.25%"
"Mar 29, 2021 @ 14:06:38.787","52.01%"
"Mar 29, 2021 @ 14:06:39.788","35.38%"
"Mar 29, 2021 @ 14:06:40.788","39.53%"
"Mar 29, 2021 @ 14:06:41.788","46.81%"
"Mar 29, 2021 @ 14:06:42.787","43.43%"
"Mar 29, 2021 @ 14:06:43.787","35.25%"
"Mar 29, 2021 @ 14:06:44.787","48.84%"
"Mar 29, 2021 @ 14:06:45.789","67.69%"
"Mar 29, 2021 @ 14:06:46.788","43.94%"
"Mar 29, 2021 @ 14:06:47.787","44.37%"
"Mar 29, 2021 @ 14:06:48.788","47.78%"
"Mar 29, 2021 @ 14:06:49.787","50%"
"Mar 29, 2021 @ 14:06:50.788","44.71%"
"Mar 29, 2021 @ 14:06:51.787","44.8%"
"Mar 29, 2021 @ 14:06:52.787","61.34%"
"Mar 29, 2021 @ 14:06:53.787","48.47%"
"Mar 29, 2021 @ 14:06:54.787","46.71%"
"Mar 29, 2021 @ 14:06:55.787","43.27%"
"Mar 29, 2021 @ 14:06:56.787","44.94%"
"Mar 29, 2021 @ 14:06:57.787","43.16%"
"Mar 29, 2021 @ 14:06:58.788","47.47%"
"Mar 29, 2021 @ 14:06:59.787","54.26%"
"Mar 29, 2021 @ 14:07:00.787","55.04%"
"Mar 29, 2021 @ 14:07:01.788","52.26%"
"Mar 29, 2021 @ 14:07:02.787","46.35%"
"Mar 29, 2021 @ 14:07:03.787","54.69%"
"Mar 29, 2021 @ 14:07:04.787","46.01%"
"Mar 29, 2021 @ 14:07:05.787","49.06%"
"Mar 29, 2021 @ 14:07:06.794","67.7%"
"Mar 29, 2021 @ 14:07:07.787","45.01%"
"Mar 29, 2021 @ 14:07:08.788","45.28%"
"Mar 29, 2021 @ 14:07:09.789","45.15%"
"Mar 29, 2021 @ 14:07:10.787","57.84%"
"Mar 29, 2021 @ 14:07:11.788","55.76%"
"Mar 29, 2021 @ 14:07:12.787","40.79%"
"Mar 29, 2021 @ 14:07:13.791","60.43%"
"Mar 29, 2021 @ 14:07:14.787","53%"
"Mar 29, 2021 @ 14:07:15.787","39.57%"
"Mar 29, 2021 @ 14:07:16.789","52.01%"
"Mar 29, 2021 @ 14:07:17.788","52.06%"
"Mar 29, 2021 @ 14:07:18.787","56.94%"
"Mar 29, 2021 @ 14:07:19.790","49.41%"
"Mar 29, 2021 @ 14:07:20.807","57.64%"
"Mar 29, 2021 @ 14:07:21.787","62.26%"
"Mar 29, 2021 @ 14:07:22.787","50.36%"
"Mar 29, 2021 @ 14:07:23.787","54.46%"
"Mar 29, 2021 @ 14:07:24.787","55.94%"
"Mar 29, 2021 @ 14:07:25.787","48.46%"
"Mar 29, 2021 @ 14:07:26.787","61.66%"
"Mar 29, 2021 @ 14:07:27.787","53.22%"
"Mar 29, 2021 @ 14:07:28.787","63.48%"
"Mar 29, 2021 @ 14:07:29.787","52.98%"
"Mar 29, 2021 @ 14:07:30.787","63.96%"
"Mar 29, 2021 @ 14:07:31.787","62.98%"
"Mar 29, 2021 @ 14:07:32.788","61.48%"
"Mar 29, 2021 @ 14:07:33.787","59.8%"
"Mar 29, 2021 @ 14:07:34.787","47.29%"
"Mar 29, 2021 @ 14:07:35.787","63.13%"
"Mar 29, 2021 @ 14:07:36.791","50.73%"
"Mar 29, 2021 @ 14:07:37.787","59.42%"
"Mar 29, 2021 @ 14:07:38.788","50.12%"
"Mar 29, 2021 @ 14:07:39.788","62.05%"
"Mar 29, 2021 @ 14:07:40.787","57.01%"
"Mar 29, 2021 @ 14:07:41.787","56.73%"
"Mar 29, 2021 @ 14:07:42.788","60.68%"
"Mar 29, 2021 @ 14:07:43.787","58.65%"
"Mar 29, 2021 @ 14:07:44.787","62.5%"
"Mar 29, 2021 @ 14:07:45.788","56.59%"
"Mar 29, 2021 @ 14:07:46.787","66.42%"
"Mar 29, 2021 @ 14:07:47.788","58.78%"
"Mar 29, 2021 @ 14:07:48.787","81.07%"
"Mar 29, 2021 @ 14:07:49.787","63.73%"
"Mar 29, 2021 @ 14:07:50.797","56.87%"
"Mar 29, 2021 @ 14:07:51.788","54.81%"
"Mar 29, 2021 @ 14:07:52.787","53.25%"
"Mar 29, 2021 @ 14:07:53.787","66.5%"
"Mar 29, 2021 @ 14:07:54.787","50.62%"
"Mar 29, 2021 @ 14:07:55.788","59.22%"
"Mar 29, 2021 @ 14:07:56.787","76.28%"
"Mar 29, 2021 @ 14:07:57.787","65.77%"
"Mar 29, 2021 @ 14:07:58.787","57.56%"
"Mar 29, 2021 @ 14:07:59.787","67.22%"
"Mar 29, 2021 @ 14:08:00.787","62.13%"
"Mar 29, 2021 @ 14:08:01.789","75.06%"
"Mar 29, 2021 @ 14:08:02.787","69.3%"
"Mar 29, 2021 @ 14:08:03.787","56.9%"
"Mar 29, 2021 @ 14:08:04.787","62.77%"
"Mar 29, 2021 @ 14:08:05.787","60.5%"
"Mar 29, 2021 @ 14:08:06.787","56.23%"
"Mar 29, 2021 @ 14:08:07.787","65.29%"
"Mar 29, 2021 @ 14:08:08.787","52.46%"
"Mar 29, 2021 @ 14:08:09.788","74.22%"
"Mar 29, 2021 @ 14:08:10.787","69.04%"
"Mar 29, 2021 @ 14:08:11.787","60.38%"
"Mar 29, 2021 @ 14:08:12.787","54.41%"
"Mar 29, 2021 @ 14:08:13.787","62.56%"
"Mar 29, 2021 @ 14:08:14.788","67.49%"
"Mar 29, 2021 @ 14:08:15.787","59.17%"
"Mar 29, 2021 @ 14:08:16.787","67.47%"
"Mar 29, 2021 @ 14:08:17.788","74.02%"
"Mar 29, 2021 @ 14:08:18.788","71.08%"
"Mar 29, 2021 @ 14:08:19.788","57.39%"
"Mar 29, 2021 @ 14:08:20.787","73.66%"
"Mar 29, 2021 @ 14:08:21.787","72.79%"
"Mar 29, 2021 @ 14:08:22.787","67.72%"
"Mar 29, 2021 @ 14:08:23.787","66.42%"
"Mar 29, 2021 @ 14:08:24.787","61.46%"
"Mar 29, 2021 @ 14:08:25.787","71.07%"
"Mar 29, 2021 @ 14:08:26.787","67.08%"
"Mar 29, 2021 @ 14:08:27.787","65.77%"
"Mar 29, 2021 @ 14:08:28.787","59.3%"
"Mar 29, 2021 @ 14:08:29.787","72.18%"
"Mar 29, 2021 @ 14:08:30.787","61.52%"
"Mar 29, 2021 @ 14:08:31.787","60.48%"
"Mar 29, 2021 @ 14:08:32.787","67.49%"
"Mar 29, 2021 @ 14:08:33.788","76.79%"
"Mar 29, 2021 @ 14:08:34.787","63.7%"
"Mar 29, 2021 @ 14:08:35.787","67.63%"
"Mar 29, 2021 @ 14:08:36.788","74.44%"
"Mar 29, 2021 @ 14:08:37.793","71.19%"
"Mar 29, 2021 @ 14:08:38.788","66.33%"
"Mar 29, 2021 @ 14:08:39.787","69.75%"
"Mar 29, 2021 @ 14:08:40.788","71.71%"
"Mar 29, 2021 @ 14:08:41.787","69.25%"
"Mar 29, 2021 @ 14:08:42.787","63.07%"
"Mar 29, 2021 @ 14:08:43.787","63.84%"
"Mar 29, 2021 @ 14:08:44.788","69.88%"
"Mar 29, 2021 @ 14:08:45.787","73.11%"
"Mar 29, 2021 @ 14:08:46.789","73.15%"
"Mar 29, 2021 @ 14:08:47.787","77.23%"
"Mar 29, 2021 @ 14:08:48.788","69.67%"
"Mar 29, 2021 @ 14:08:49.788","68.8%"
"Mar 29, 2021 @ 14:08:50.788","64.04%"
"Mar 29, 2021 @ 14:08:51.787","66.5%"
"Mar 29, 2021 @ 14:08:52.788","68.41%"
"Mar 29, 2021 @ 14:08:53.787","62.91%"
"Mar 29, 2021 @ 14:08:54.787","74.75%"
"Mar 29, 2021 @ 14:08:55.787","78.92%"
"Mar 29, 2021 @ 14:08:56.787","68.91%"
"Mar 29, 2021 @ 14:08:57.787","82.54%"
"Mar 29, 2021 @ 14:08:58.787","68.08%"
"Mar 29, 2021 @ 14:08:59.787","69.31%"
"Mar 29, 2021 @ 14:09:00.788","74.38%"
"Mar 29, 2021 @ 14:09:01.788","78.92%"
"Mar 29, 2021 @ 14:09:02.787","69.95%"
"Mar 29, 2021 @ 14:09:03.787","69.58%"
"Mar 29, 2021 @ 14:09:04.787","74.18%"
"Mar 29, 2021 @ 14:09:05.787","69.02%"
"Mar 29, 2021 @ 14:09:06.787","65.61%"
"Mar 29, 2021 @ 14:09:07.787","61.36%"
"Mar 29, 2021 @ 14:09:08.787","70.6%"
"Mar 29, 2021 @ 14:09:09.787","66.25%"
"Mar 29, 2021 @ 14:09:10.788","69.08%"
"Mar 29, 2021 @ 14:09:11.787","78.66%"
"Mar 29, 2021 @ 14:09:12.787","76.35%"
"Mar 29, 2021 @ 14:09:13.787","72.08%"
"Mar 29, 2021 @ 14:09:14.787","80.3%"
"Mar 29, 2021 @ 14:09:15.787","74.75%"
"Mar 29, 2021 @ 14:09:16.787","70.05%"
"Mar 29, 2021 @ 14:09:17.787","70.66%"
"Mar 29, 2021 @ 14:09:18.787","71.39%"
"Mar 29, 2021 @ 14:09:19.787","73.48%"
"Mar 29, 2021 @ 14:09:20.787","71.89%"
"Mar 29, 2021 @ 14:09:21.787","75.56%"
"Mar 29, 2021 @ 14:09:22.787","74.68%"
"Mar 29, 2021 @ 14:09:23.787","71.22%"
"Mar 29, 2021 @ 14:09:24.787","74.13%"
"Mar 29, 2021 @ 14:09:25.787","72.59%"
"Mar 29, 2021 @ 14:09:26.788","73.74%"
"Mar 29, 2021 @ 14:09:27.789","74.75%"
"Mar 29, 2021 @ 14:09:28.787","74.75%"
"Mar 29, 2021 @ 14:09:29.787","78.97%"
"Mar 29, 2021 @ 14:09:30.787","75.87%"
"Mar 29, 2021 @ 14:09:31.787","78.3%"
"Mar 29, 2021 @ 14:09:32.787","73.43%"
"Mar 29, 2021 @ 14:09:33.788","77.48%"
"Mar 29, 2021 @ 14:09:34.787","72.86%"
"Mar 29, 2021 @ 14:09:35.787","73.38%"
"Mar 29, 2021 @ 14:09:36.787","78.43%"
"Mar 29, 2021 @ 14:09:37.787","70.22%"
"Mar 29, 2021 @ 14:09:38.787","71.21%"
"Mar 29, 2021 @ 14:09:39.788","75.25%"
"Mar 29, 2021 @ 14:09:40.787","75.68%"
"Mar 29, 2021 @ 14:09:41.787","75.92%"
"Mar 29, 2021 @ 14:09:42.790","77.5%"
"Mar 29, 2021 @ 14:09:43.787","78.91%"
"Mar 29, 2021 @ 14:09:44.787","81.8%"
"Mar 29, 2021 @ 14:09:45.788","72.59%"
"Mar 29, 2021 @ 14:09:46.787","73.45%"
"Mar 29, 2021 @ 14:09:47.787","77.61%"
"Mar 29, 2021 @ 14:09:48.787","84.46%"
"Mar 29, 2021 @ 14:09:49.787","79.5%"
"Mar 29, 2021 @ 14:09:50.787","79.65%"
"Mar 29, 2021 @ 14:09:51.787","79.4%"
"Mar 29, 2021 @ 14:09:52.787","78.5%"
"Mar 29, 2021 @ 14:09:53.788","77%"
"Mar 29, 2021 @ 14:09:54.787","80.1%"
"Mar 29, 2021 @ 14:09:55.787","75%"
"Mar 29, 2021 @ 14:09:56.787","76.72%"
"Mar 29, 2021 @ 14:09:57.787","77.89%"
"Mar 29, 2021 @ 14:09:58.787","74.06%"
"Mar 29, 2021 @ 14:09:59.787","71.71%"
"Mar 29, 2021 @ 14:10:00.787","75.25%"
"Mar 29, 2021 @ 14:10:01.787","80.1%"
"Mar 29, 2021 @ 14:10:02.787","82.13%"
"Mar 29, 2021 @ 14:10:03.787","81.23%"
"Mar 29, 2021 @ 14:10:04.787","77.59%"
"Mar 29, 2021 @ 14:10:05.787","77.56%"
"Mar 29, 2021 @ 14:10:06.787","71.25%"
"Mar 29, 2021 @ 14:10:07.787","79.75%"
"Mar 29, 2021 @ 14:10:08.787","80.45%"
"Mar 29, 2021 @ 14:10:09.789","84.52%"
"Mar 29, 2021 @ 14:10:10.787","75.5%"
"Mar 29, 2021 @ 14:10:11.787","78.91%"
"Mar 29, 2021 @ 14:10:12.788","84.9%"
"Mar 29, 2021 @ 14:10:13.788","78.66%"
"Mar 29, 2021 @ 14:10:14.788","81.73%"
"Mar 29, 2021 @ 14:10:15.787","79.95%"
"Mar 29, 2021 @ 14:10:16.787","80.7%"
"Mar 29, 2021 @ 14:10:17.787","82.51%"
"Mar 29, 2021 @ 14:10:18.787","82.96%"
"Mar 29, 2021 @ 14:10:19.787","86.25%"
"Mar 29, 2021 @ 14:10:20.787","77.23%"
"Mar 29, 2021 @ 14:10:21.787","76.12%"
"Mar 29, 2021 @ 14:10:22.787","82.79%"
"Mar 29, 2021 @ 14:10:23.787","78.25%"
"Mar 29, 2021 @ 14:10:24.787","78.11%"
"Mar 29, 2021 @ 14:10:25.787","75.92%"
"Mar 29, 2021 @ 14:10:26.787","84.5%"
"Mar 29, 2021 @ 14:10:27.787","77.67%"
"Mar 29, 2021 @ 14:10:28.787","79.25%"
"Mar 29, 2021 @ 14:10:29.787","81.77%"
"Mar 29, 2021 @ 14:10:30.787","82.46%"
"Mar 29, 2021 @ 14:10:31.788","81.11%"
"Mar 29, 2021 @ 14:10:32.787","95.53%"
"Mar 29, 2021 @ 14:10:33.787","89.92%"
"Mar 29, 2021 @ 14:10:34.787","78.2%"
"Mar 29, 2021 @ 14:10:35.787","79.35%"
"Mar 29, 2021 @ 14:10:36.787","79.31%"
"Mar 29, 2021 @ 14:10:37.789","79.36%"
"Mar 29, 2021 @ 14:10:38.787","80.89%"
"Mar 29, 2021 @ 14:10:39.787","78.99%"
"Mar 29, 2021 @ 14:10:40.787","83.5%"
"Mar 29, 2021 @ 14:10:41.788","81.59%"
"Mar 29, 2021 @ 14:10:42.787","77.02%"
"Mar 29, 2021 @ 14:10:43.787","78.54%"
"Mar 29, 2021 @ 14:10:44.787","84%"
"Mar 29, 2021 @ 14:10:45.787","78.33%"
"Mar 29, 2021 @ 14:10:46.787","84.17%"
"Mar 29, 2021 @ 14:10:47.789","90.29%"
"Mar 29, 2021 @ 14:10:48.787","93.95%"
"Mar 29, 2021 @ 14:10:49.787","83.71%"
"Mar 29, 2021 @ 14:10:50.787","79.35%"
"Mar 29, 2021 @ 14:10:51.787","83.25%"
"Mar 29, 2021 @ 14:10:52.787","81.41%"
"Mar 29, 2021 @ 14:10:53.787","85.05%"
"Mar 29, 2021 @ 14:10:54.787","80.99%"
"Mar 29, 2021 @ 14:10:55.787","83.17%"
"Mar 29, 2021 @ 14:10:56.788","82.78%"
"Mar 29, 2021 @ 14:10:57.787","80.39%"
"Mar 29, 2021 @ 14:10:58.787","86.14%"
"Mar 29, 2021 @ 14:10:59.787","78.59%"
"Mar 29, 2021 @ 14:11:00.787","83.21%"
"Mar 29, 2021 @ 14:11:01.790","83.37%"
"Mar 29, 2021 @ 14:11:02.788","89.39%"
"Mar 29, 2021 @ 14:11:03.787","83%"
"Mar 29, 2021 @ 14:11:04.787","85.32%"
"Mar 29, 2021 @ 14:11:05.787","85.14%"
"Mar 29, 2021 @ 14:11:06.787","82.91%"
"Mar 29, 2021 @ 14:11:07.787","79.4%"
"Mar 29, 2021 @ 14:11:08.787","83.9%"
"Mar 29, 2021 @ 14:11:09.787","90.7%"
"Mar 29, 2021 @ 14:11:10.787","82.38%"
"Mar 29, 2021 @ 14:11:11.787","80%"
"Mar 29, 2021 @ 14:11:12.787","85.32%"
"Mar 29, 2021 @ 14:11:13.787","86.97%"
"Mar 29, 2021 @ 14:11:14.787","85.68%"
"Mar 29, 2021 @ 14:11:15.787","83.76%"
"Mar 29, 2021 @ 14:11:16.787","85.71%"
"Mar 29, 2021 @ 14:11:17.787","84.46%"
"Mar 29, 2021 @ 14:11:18.787","81.86%"
"Mar 29, 2021 @ 14:11:19.789","83.25%"
"Mar 29, 2021 @ 14:11:20.787","87%"
"Mar 29, 2021 @ 14:11:21.787","80.89%"
"Mar 29, 2021 @ 14:11:22.787","83.5%"
"Mar 29, 2021 @ 14:11:23.787","82.46%"
"Mar 29, 2021 @ 14:11:24.787","88.22%"
"Mar 29, 2021 @ 14:11:25.787","82.84%"
"Mar 29, 2021 @ 14:11:26.788","87.85%"
"Mar 29, 2021 @ 14:11:27.787","85.39%"
"Mar 29, 2021 @ 14:11:28.787","81.86%"
"Mar 29, 2021 @ 14:11:29.787","85.1%"
"Mar 29, 2021 @ 14:11:30.787","85%"
"Mar 29, 2021 @ 14:11:31.792","90.57%"
"Mar 29, 2021 @ 14:11:32.787","90.34%"
"Mar 29, 2021 @ 14:11:33.787","89.42%"
"Mar 29, 2021 @ 14:11:34.787","89.11%"
"Mar 29, 2021 @ 14:11:35.788","83.29%"
"Mar 29, 2021 @ 14:11:36.787","80.81%"
"Mar 29, 2021 @ 14:11:37.787","85.64%"
"Mar 29, 2021 @ 14:11:38.787","91.27%"
"Mar 29, 2021 @ 14:11:39.787","83.5%"
"Mar 29, 2021 @ 14:11:40.787","84.13%"
"Mar 29, 2021 @ 14:11:41.787","82.83%"
"Mar 29, 2021 @ 14:11:42.788","88.61%"
"Mar 29, 2021 @ 14:11:43.787","82.16%"
"Mar 29, 2021 @ 14:11:44.787","84.99%"
"Mar 29, 2021 @ 14:11:45.787","88%"
"Mar 29, 2021 @ 14:11:46.787","96.24%"
"Mar 29, 2021 @ 14:11:47.787","88.25%"
"Mar 29, 2021 @ 14:11:48.787","92.52%"
"Mar 29, 2021 @ 14:11:49.787","89.78%"
"Mar 29, 2021 @ 14:11:50.787","89.3%"
"Mar 29, 2021 @ 14:11:51.787","87.41%"
"Mar 29, 2021 @ 14:11:52.787","86.4%"
"Mar 29, 2021 @ 14:11:53.788","89.14%"
"Mar 29, 2021 @ 14:11:54.787","85.18%"
"Mar 29, 2021 @ 14:11:55.787","85.21%"
"Mar 29, 2021 @ 14:11:56.787","86.77%"
"Mar 29, 2021 @ 14:11:57.787","85.29%"
"Mar 29, 2021 @ 14:11:58.787","86.33%"
"Mar 29, 2021 @ 14:11:59.788","90.4%"
"Mar 29, 2021 @ 14:12:00.787","93%"
"Mar 29, 2021 @ 14:12:01.787","87.69%"
"Mar 29, 2021 @ 14:12:02.787","93.75%"
"Mar 29, 2021 @ 14:12:03.788","98.24%"
"Mar 29, 2021 @ 14:12:04.787","88.16%"
"Mar 29, 2021 @ 14:12:05.787","92.27%"
"Mar 29, 2021 @ 14:12:06.787","100%"
"Mar 29, 2021 @ 14:12:07.787","98.24%"
"Mar 29, 2021 @ 14:12:08.787","98.75%"
"Mar 29, 2021 @ 14:12:09.787","97.24%"
"Mar 29, 2021 @ 14:12:10.787","86.78%"
"Mar 29, 2021 @ 14:12:11.799","89.8%"
"Mar 29, 2021 @ 14:12:12.787","95.91%"
"Mar 29, 2021 @ 14:12:13.787","88.44%"
"Mar 29, 2021 @ 14:12:14.787","88.97%"
"Mar 29, 2021 @ 14:12:15.787","95.99%"
"Mar 29, 2021 @ 14:12:16.787","95.24%"
"Mar 29, 2021 @ 14:12:17.787","95.26%"
"Mar 29, 2021 @ 14:12:18.788","92.29%"
"Mar 29, 2021 @ 14:12:19.791","96.98%"
"Mar 29, 2021 @ 14:12:20.787","95.94%"
"Mar 29, 2021 @ 14:12:21.787","89.06%"
"Mar 29, 2021 @ 14:12:22.788","91.98%"
"Mar 29, 2021 @ 14:12:23.787","93.3%"
"Mar 29, 2021 @ 14:12:24.787","91.71%"
"Mar 29, 2021 @ 14:12:25.787","98.75%"
"Mar 29, 2021 @ 14:12:26.787","100%"
"Mar 29, 2021 @ 14:12:27.787","100%"
"Mar 29, 2021 @ 14:12:28.787","100%"
"Mar 29, 2021 @ 14:12:29.787","100%"
"Mar 29, 2021 @ 14:12:30.787","100%"
"Mar 29, 2021 @ 14:12:31.788","100%"
"Mar 29, 2021 @ 14:12:32.787","100%"
"Mar 29, 2021 @ 14:12:33.787","100%"
"Mar 29, 2021 @ 14:12:34.787","100%"
"Mar 29, 2021 @ 14:12:35.787","100%"
"Mar 29, 2021 @ 14:12:36.787","100%"
"Mar 29, 2021 @ 14:12:37.787","100%"
"Mar 29, 2021 @ 14:12:38.787","100%"
"Mar 29, 2021 @ 14:12:39.787","100%"
"Mar 29, 2021 @ 14:12:40.787","100%"
"Mar 29, 2021 @ 14:12:41.787","100%"
"Mar 29, 2021 @ 14:12:42.787","100%"
"Mar 29, 2021 @ 14:12:43.787","100%"
"Mar 29, 2021 @ 14:12:44.787","100%"
"Mar 29, 2021 @ 14:12:45.787","100%"
"Mar 29, 2021 @ 14:12:46.790","100%"
